TransactionReference,ValueDate,CustomerAccount,Counterparty,AmountMinorUnits,CurrencyCode,TransactionType,SettlementStatus
B001781,2026-02-10,ACC0042,The Old Print Works,12080,GBP,DEBIT,SETTLED
B001782,2026-02-17,ACC0108,Sandbrook Utilities,7393,GBP,CREDIT,SETTLED
B001783,2026-03-27,ACC0004,"Wembley Tyres, Ltd",5279,GBP,DEBIT,SETTLED
B001784,2026-01-30,ACC0049,Petra Logistics,17035,GBP,DEBIT,SETTLED
B001785,2026-01-13,ACC0001,The Old Print Works,3077,GBP,DEBIT,RETURNED
B001786,2026-01-15,ACC0080,Northline Freight,4002,GBP,DEBIT,SETTLED
B001787,2026-01-07,ACC0101,Sandbrook Utilities,20560,GBP,DEBIT,RETURNED
B001788,2026-03-09,ACC0099,Bolt & Screw Ltd,8104,GBP,DEBIT,SETTLED
B001789,2026-01-09,ACC0044,Northline Freight,817,GBP,CREDIT,UNSETTLED
B001790,2026-02-16,ACC0096,Dhillon & Sons,6211,GBP,DEBIT,SETTLED
B001791,2026-02-07,ACC0097,Bolt & Screw Ltd,14618,GBP,CREDIT,SETTLED
B001792,2026-03-23,ACC0060,Dhillon & Sons,13001,GBP,DEBIT,SETTLED
B001793,2026-03-25,ACC0062,Northline Freight,11467,GBP,CREDIT,RETURNED
B001794,2026-01-20,ACC0024,Ashvale Clinic,3482,GBP,CREDIT,SETTLED
B001795,2026-03-21,ACC0067,Bolt & Screw Ltd,1845,GBP,DEBIT,SETTLED
B001796,2026-02-01,ACC0089,Sandbrook Utilities,20100,GBP,DEBIT,RETURNED
B001797,2026-03-04,ACC0048,Harrow Sports Club,11539,GBP,DEBIT,UNSETTLED
B001798,2026-01-12,ACC0059,Corner Cafe,2485,GBP,CREDIT,RETURNED
B001799,2026-03-11,ACC0038,Harrow Sports Club,5442,GBP,DEBIT,SETTLED
B001800,2026-03-21,ACC0055,Corner Cafe,12210,GBP,CREDIT,UNSETTLED
B001801,2026-03-16,ACC0016,Northline Freight,10413,GBP,CREDIT,RETURNED
B001802,2026-03-19,ACC0050,Bolt & Screw Ltd,2299,GBP,CREDIT,SETTLED
B001803,2026-01-17,ACC0072,Harrow Sports Club,7852,GBP,DEBIT,RETURNED
B001804,2026-03-21,ACC0080,"Marlow ""Fine"" Foods",1368,GBP,DEBIT,SETTLED
B001805,2026-01-16,ACC0028,Harrow Sports Club,28768,GBP,CREDIT,UNSETTLED
B001806,2026-01-30,ACC0106,Northline Freight,1996,GBP,CREDIT,RETURNED
B001807,2026-02-02,ACC0110,"Wembley Tyres, Ltd",2083,GBP,DEBIT,RETURNED
B001808,2026-01-06,ACC0046,Corner Cafe,22262,GBP,DEBIT,SETTLED
B001809,2026-01-01,ACC0068,Petra Logistics,8979,GBP,CREDIT,SETTLED
B001810,2026-01-07,ACC0012,Northline Freight,22957,GBP,DEBIT,SETTLED
B001811,2026-01-27,ACC0029,Dhillon & Sons,9158,GBP,CREDIT,RETURNED
B001812,2026-03-03,ACC0071,Northline Freight,5210,GBP,CREDIT,SETTLED
B001813,2026-01-17,ACC0037,Dhillon & Sons,2161,GBP,CREDIT,SETTLED
B001814,2026-03-25,ACC0007,Petra Logistics,20535,GBP,DEBIT,UNSETTLED
B001815,2026-01-16,ACC0096,Ashvale Clinic,11619,GBP,DEBIT,SETTLED
B001816,2026-03-12,ACC0015,Petra Logistics,4275,GBP,DEBIT,SETTLED
B001817,2026-03-31,ACC0094,Corner Cafe,2967,GBP,DEBIT,SETTLED
B001818,2026-01-30,ACC0092,Ashvale Clinic,8670,GBP,DEBIT,SETTLED
B001819,2026-03-28,ACC0083,"Marlow ""Fine"" Foods",13597,GBP,DEBIT,RETURNED
B001820,2026-03-14,ACC0097,Dhillon & Sons,4178,GBP,DEBIT,RETURNED
B001821,2026-01-17,ACC0018,Sandbrook Utilities,10548,GBP,CREDIT,UNSETTLED
B001822,2026-03-06,ACC0067,Ashvale Clinic,1161,GBP,CREDIT,SETTLED
B001823,2026-01-17,ACC0114,The Old Print Works,3279,GBP,CREDIT,RETURNED
B001824,2026-03-10,ACC0037,The Old Print Works,13854,GBP,DEBIT,SETTLED
B001825,2026-03-18,ACC0006,Bolt & Screw Ltd,10193,GBP,CREDIT,RETURNED
B001826,2026-02-06,ACC0057,Ashvale Clinic,3679,GBP,CREDIT,SETTLED
B001827,2026-03-14,ACC0120,Ashvale Clinic,17467,GBP,CREDIT,SETTLED
B001828,2026-01-17,ACC0116,Ashvale Clinic,5966,GBP,CREDIT,SETTLED
B001829,2026-01-17,ACC0061,"Marlow ""Fine"" Foods",6524,GBP,DEBIT,RETURNED
B001830,2026-02-12,ACC0072,Kite Digital,56269,GBP,DEBIT,SETTLED
B001831,2026-03-02,ACC0013,Bolt & Screw Ltd,38824,GBP,DEBIT,UNSETTLED
B001832,2026-02-10,ACC0060,"Wembley Tyres, Ltd",9051,GBP,CREDIT,UNSETTLED
B001833,2026-02-22,ACC0058,Northline Freight,15361,GBP,DEBIT,SETTLED
B001834,2026-01-12,ACC0077,Harrow Sports Club,2151,GBP,DEBIT,SETTLED
B001835,2026-01-02,ACC0045,Ashvale Clinic,11724,GBP,DEBIT,SETTLED
B001836,2026-01-17,ACC0089,Ashvale Clinic,2214,GBP,CREDIT,SETTLED
B001837,2026-02-10,ACC0115,Corner Cafe,1385,GBP,DEBIT,RETURNED
B001838,2026-02-15,ACC0097,Bolt & Screw Ltd,3849,GBP,CREDIT,UNSETTLED
B001839,2026-02-07,ACC0107,The Old Print Works,5378,GBP,CREDIT,SETTLED
B001840,2026-01-01,ACC0041,"Marlow ""Fine"" Foods",2435,GBP,DEBIT,UNSETTLED
B001841,2026-02-28,ACC0023,The Old Print Works,20631,GBP,DEBIT,SETTLED
B001842,2026-03-01,ACC0016,Kite Digital,4607,GBP,CREDIT,SETTLED
B001843,2026-02-11,ACC0080,Bolt & Screw Ltd,3212,GBP,DEBIT,SETTLED
B001844,2026-01-06,ACC0086,"Marlow ""Fine"" Foods",10571,GBP,DEBIT,SETTLED
B001845,2026-01-30,ACC0057,The Old Print Works,28876,GBP,CREDIT,UNSETTLED
B001846,2026-03-18,ACC0040,Bolt & Screw Ltd,9929,GBP,DEBIT,RETURNED
B001847,2026-02-09,ACC0076,Northline Freight,56070,GBP,CREDIT,RETURNED
B001848,2026-02-13,ACC0098,Kite Digital,2942,GBP,DEBIT,SETTLED
B001849,2026-03-03,ACC0100,Dhillon & Sons,1641,GBP,CREDIT,SETTLED
B001850,2026-02-11,ACC0033,Dhillon & Sons,12342,GBP,DEBIT,RETURNED
B001851,2026-02-10,ACC0060,Bolt & Screw Ltd,2662,GBP,DEBIT,SETTLED
B001852,2026-02-18,ACC0002,The Old Print Works,5316,GBP,DEBIT,SETTLED
B001853,2026-02-19,ACC0065,Sandbrook Utilities,2670,GBP,DEBIT,RETURNED
B001854,2026-01-10,ACC0071,Sandbrook Utilities,10392,GBP,CREDIT,RETURNED
B001855,2026-01-17,ACC0072,Ashvale Clinic,17423,GBP,DEBIT,UNSETTLED
B001856,2026-03-08,ACC0042,Sandbrook Utilities,6289,GBP,DEBIT,SETTLED
B001857,2026-03-06,ACC0085,"Marlow ""Fine"" Foods",16446,GBP,DEBIT,SETTLED
B001858,2026-03-04,ACC0101,Northline Freight,57015,GBP,DEBIT,SETTLED
B001859,2026-02-10,ACC0014,Bolt & Screw Ltd,6481,GBP,CREDIT,RETURNED
B001860,2026-02-27,ACC0076,"Wembley Tyres, Ltd",15716,GBP,DEBIT,UNSETTLED
B001861,2026-01-25,ACC0063,Dhillon & Sons,9237,GBP,CREDIT,RETURNED
B001862,2026-03-31,ACC0103,Kite Digital,6044,GBP,CREDIT,RETURNED
B001863,2026-01-11,ACC0069,"Marlow ""Fine"" Foods",8828,GBP,CREDIT,SETTLED
B001864,2026-03-28,ACC0031,The Old Print Works,3723,GBP,DEBIT,RETURNED
B001865,2026-02-26,ACC0085,"Marlow ""Fine"" Foods",4265,GBP,CREDIT,UNSETTLED
B001866,2026-02-15,ACC0008,Petra Logistics,3733,GBP,CREDIT,SETTLED
B001867,2026-02-11,ACC0024,Ashvale Clinic,12564,GBP,CREDIT,SETTLED
B001868,2026-03-03,ACC0099,Corner Cafe,20424,GBP,DEBIT,SETTLED
B001869,2026-03-07,ACC0080,Northline Freight,6924,GBP,DEBIT,SETTLED
B001870,2026-01-22,ACC0101,"Marlow ""Fine"" Foods",3649,GBP,DEBIT,UNSETTLED
B001871,2026-03-29,ACC0095,Harrow Sports Club,22830,GBP,CREDIT,UNSETTLED
B001872,2026-01-23,ACC0021,Northline Freight,6707,GBP,DEBIT,SETTLED
B001873,2026-03-13,ACC0064,"Wembley Tyres, Ltd",8748,GBP,DEBIT,UNSETTLED
B001874,2026-02-08,ACC0033,Dhillon & Sons,12210,GBP,DEBIT,UNSETTLED
B001875,2026-02-08,ACC0105,Sandbrook Utilities,3962,GBP,DEBIT,RETURNED
B001876,2026-03-22,ACC0069,Dhillon & Sons,11068,GBP,CREDIT,SETTLED
B001877,2026-03-27,ACC0110,Ashvale Clinic,60281,GBP,DEBIT,SETTLED
B001878,2026-01-15,ACC0050,Dhillon & Sons,5606,GBP,DEBIT,RETURNED
B001879,2026-02-18,ACC0014,Kite Digital,8872,GBP,DEBIT,SETTLED
B001880,2026-03-25,ACC0108,Sandbrook Utilities,7361,GBP,DEBIT,RETURNED
B001881,2026-02-11,ACC0103,"Wembley Tyres, Ltd",29655,GBP,CREDIT,RETURNED
B001882,2026-02-03,ACC0111,Kite Digital,6611,GBP,DEBIT,UNSETTLED
B001883,2026-03-20,ACC0109,Harrow Sports Club,1898,GBP,CREDIT,SETTLED
B001884,2026-02-25,ACC0065,"Marlow ""Fine"" Foods",5851,GBP,DEBIT,UNSETTLED
B001885,2026-02-27,ACC0028,Bolt & Screw Ltd,11707,GBP,DEBIT,SETTLED
B001886,2026-01-31,ACC0092,"Marlow ""Fine"" Foods",6331,GBP,DEBIT,SETTLED
B001887,2026-03-02,ACC0099,Ashvale Clinic,3386,GBP,CREDIT,SETTLED
B001888,2026-03-02,ACC0069,Ashvale Clinic,1015,GBP,CREDIT,RETURNED
B001889,2026-01-15,ACC0054,Harrow Sports Club,9707,GBP,DEBIT,SETTLED
B001890,2026-02-15,ACC0031,Northline Freight,3564,GBP,CREDIT,UNSETTLED
B001891,2026-02-25,ACC0097,Sandbrook Utilities,2031,GBP,CREDIT,RETURNED
B001892,2026-02-20,ACC0082,Kite Digital,10604,GBP,DEBIT,RETURNED
B001893,2026-02-28,ACC0068,"Marlow ""Fine"" Foods",,GBP,CREDIT,SETTLED
B001894,2026-03-09,ACC0057,Bolt & Screw Ltd,2742,GBP,CREDIT,SETTLED
B001895,2026-03-31,ACC0107,Ashvale Clinic,5694,GBP,DEBIT,UNSETTLED
B001896,2026-02-28,ACC0028,The Old Print Works,7176,GBP,CREDIT,UNSETTLED
B001897,2026-02-13,ACC0075,"Marlow ""Fine"" Foods",4562,GBP,DEBIT,UNSETTLED
B001898,2026-01-11,ACC0062,Ashvale Clinic,27706,GBP,CREDIT,SETTLED
B001899,2026-01-22,ACC0096,Petra Logistics,43619,GBP,CREDIT,RETURNED
B001900,2026-03-20,ACC0117,Bolt & Screw Ltd,6813,GBP,DEBIT,RETURNED
B001901,2026-01-08,ACC0105,Kite Digital,,GBP,CREDIT,RETURNED
B001902,2026-03-02,ACC0059,Kite Digital,5037,GBP,DEBIT,UNSETTLED
B001903,2026-01-20,ACC0072,Corner Cafe,13719,GBP,CREDIT,RETURNED
B001904,2026-02-20,ACC0090,"Marlow ""Fine"" Foods",11466,GBP,DEBIT,UNSETTLED
B001905,2026-02-19,ACC0105,The Old Print Works,5164,GBP,DEBIT,SETTLED
B001906,2026-02-23,ACC0048,Corner Cafe,30728,GBP,DEBIT,SETTLED
B001907,2026-01-30,ACC0014,Kite Digital,12786,GBP,DEBIT,RETURNED
B001908,2026-02-20,ACC0120,Corner Cafe,2719,GBP,CREDIT,SETTLED
B001909,2026-01-27,ACC0023,Petra Logistics,20562,GBP,CREDIT,SETTLED
B001910,2026-03-25,ACC0057,Bolt & Screw Ltd,368,GBP,DEBIT,UNSETTLED
B001911,2026-02-04,ACC0003,Northline Freight,578,GBP,CREDIT,UNSETTLED
B001912,2026-03-16,ACC0001,Ashvale Clinic,1479,GBP,DEBIT,SETTLED
B001913,2026-02-24,ACC0026,Sandbrook Utilities,23622,GBP,DEBIT,SETTLED
B001914,2026-02-12,ACC0006,Harrow Sports Club,10401,GBP,DEBIT,UNSETTLED
B001915,2026-02-11,ACC0080,The Old Print Works,10881,GBP,CREDIT,UNSETTLED
B001916,2026-03-08,ACC0016,"Wembley Tyres, Ltd",28261,GBP,DEBIT,SETTLED
B001917,2026-01-02,ACC0110,Northline Freight,29929,GBP,CREDIT,RETURNED
B001918,2026-02-21,ACC0079,Northline Freight,24493,GBP,DEBIT,SETTLED
B001919,2026-03-02,ACC0042,Ashvale Clinic,4702,GBP,DEBIT,RETURNED
B001920,2026-02-28,ACC0049,"Marlow ""Fine"" Foods",9462,GBP,CREDIT,UNSETTLED
B001921,2026-02-16,ACC0084,Northline Freight,13710,GBP,CREDIT,SETTLED
B001922,2026-01-15,ACC0024,Kite Digital,3842,GBP,DEBIT,RETURNED
B001923,2026-02-23,ACC0090,Petra Logistics,5948,GBP,DEBIT,SETTLED
B001924,2026-01-15,ACC0115,Ashvale Clinic,68269,GBP,CREDIT,UNSETTLED
B001925,2026-01-17,ACC0105,Petra Logistics,3145,GBP,DEBIT,SETTLED
B001926,2026-01-13,ACC0103,Corner Cafe,57133,GBP,CREDIT,SETTLED
B001927,2026-03-17,ACC0015,Ashvale Clinic,5754,GBP,CREDIT,RETURNED
B001928,2026-01-24,ACC0050,Corner Cafe,16293,GBP,CREDIT,UNSETTLED
B001929,2026-03-04,ACC0002,Northline Freight,2764,GBP,CREDIT,RETURNED
B001930,2026-02-26,ACC0020,Kite Digital,15413,GBP,CREDIT,UNSETTLED
B001931,2026-03-28,ACC0057,"Wembley Tyres, Ltd",5049,GBP,DEBIT,UNSETTLED
B001932,2026-01-12,ACC0034,"Marlow ""Fine"" Foods",1416,GBP,CREDIT,SETTLED
B001933,2026-01-23,ACC0006,Northline Freight,18762,GBP,DEBIT,RETURNED
B001934,2026-01-09,ACC0077,Sandbrook Utilities,37097,GBP,DEBIT,SETTLED
B001935,2026-01-10,ACC0011,Petra Logistics,35201,GBP,DEBIT,RETURNED
B001936,2026-03-24,ACC0065,Ashvale Clinic,2582,GBP,DEBIT,UNSETTLED
B001937,2026-03-23,ACC0090,The Old Print Works,21377,GBP,DEBIT,SETTLED
B001938,2026-01-24,ACC0116,Sandbrook Utilities,1548,GBP,DEBIT,SETTLED
B001939,2026-03-07,ACC0047,Petra Logistics,77669,GBP,DEBIT,SETTLED
B001940,2026-01-23,ACC0082,Bolt & Screw Ltd,9170,GBP,CREDIT,SETTLED
B001941,2026-01-26,ACC0015,Sandbrook Utilities,9419,GBP,DEBIT,RETURNED
B001942,2026-03-09,ACC0104,"Marlow ""Fine"" Foods",7771,GBP,CREDIT,UNSETTLED
B001943,2026-03-30,ACC0120,Harrow Sports Club,7170,GBP,CREDIT,SETTLED
B001944,2026-01-23,ACC0009,Ashvale Clinic,6387,GBP,CREDIT,RETURNED
B001945,2026-01-04,ACC0084,The Old Print Works,10897,GBP,DEBIT,RETURNED
B001946,2026-03-30,ACC0100,Corner Cafe,1809,GBP,DEBIT,SETTLED
B001947,2026-02-23,ACC0105,The Old Print Works,5683,GBP,DEBIT,UNSETTLED
B001948,2026-03-20,ACC0096,Petra Logistics,17106,GBP,DEBIT,SETTLED
B001949,2026-01-02,ACC0063,Bolt & Screw Ltd,1192,GBP,DEBIT,UNSETTLED
B001950,2026-01-12,ACC0070,"Marlow ""Fine"" Foods",2567,GBP,CREDIT,SETTLED
B001951,2026-03-28,ACC0011,Ashvale Clinic,14330,GBP,DEBIT,SETTLED
B001952,2026-02-01,ACC0042,"Wembley Tyres, Ltd",2239,GBP,DEBIT,SETTLED
B001953,2026-01-12,ACC0073,"Wembley Tyres, Ltd",9489,GBP,DEBIT,RETURNED
B001954,2026-03-29,ACC0021,Harrow Sports Club,10698,GBP,CREDIT,RETURNED
B001955,2026-03-25,ACC0039,Petra Logistics,6543,GBP,CREDIT,RETURNED
B001956,2026-01-01,ACC0075,Kite Digital,4227,GBP,DEBIT,RETURNED
B001957,2026-03-05,ACC0018,Corner Cafe,7418,GBP,DEBIT,UNSETTLED
B001958,2026-02-15,ACC0010,Kite Digital,10528,GBP,CREDIT,RETURNED
B001959,2026-02-26,ACC0082,The Old Print Works,4334,GBP,DEBIT,SETTLED
B001960,2026-02-20,ACC0110,"Marlow ""Fine"" Foods",12874,GBP,DEBIT,UNSETTLED
B001961,2026-03-21,ACC0077,Harrow Sports Club,2666,GBP,CREDIT,SETTLED
B001962,2026-01-12,ACC0065,Corner Cafe,12989,GBP,DEBIT,SETTLED
B001963,2026-01-20,ACC0022,Corner Cafe,20070,GBP,DEBIT,SETTLED
B001964,2026-03-17,ACC0043,Sandbrook Utilities,36509,GBP,CREDIT,SETTLED
B001965,2026-02-01,ACC0015,Petra Logistics,7821,GBP,DEBIT,SETTLED
B001966,2026-03-06,ACC0012,Northline Freight,7839,GBP,DEBIT,SETTLED
B001967,2026-03-11,ACC0005,Sandbrook Utilities,2207,GBP,DEBIT,UNSETTLED
B001968,2026-02-19,ACC0059,Petra Logistics,6802,GBP,DEBIT,SETTLED
B001969,2026-01-17,ACC0011,"Wembley Tyres, Ltd",9297,GBP,DEBIT,RETURNED
B001970,2026-02-19,ACC0095,Ashvale Clinic,13121,GBP,DEBIT,SETTLED
B001971,2026-03-09,ACC0105,Corner Cafe,6406,GBP,CREDIT,SETTLED
B001972,2026-03-06,ACC0087,Dhillon & Sons,4149,GBP,CREDIT,SETTLED
B001973,2026-02-08,ACC0102,Ashvale Clinic,6054,GBP,CREDIT,UNSETTLED
B001974,2026-02-14,ACC0097,Kite Digital,1038,GBP,CREDIT,SETTLED
B001975,2026-01-08,ACC0096,"Wembley Tyres, Ltd",11897,GBP,CREDIT,SETTLED
B001976,2026-02-20,ACC0012,Northline Freight,6790,GBP,DEBIT,SETTLED
B001977,2026-01-06,ACC0076,"Marlow ""Fine"" Foods",6945,GBP,CREDIT,UNSETTLED
B001978,2026-03-04,ACC0099,"Marlow ""Fine"" Foods",6329,GBP,CREDIT,SETTLED
B001979,2026-02-05,ACC0105,Northline Freight,16350,GBP,CREDIT,UNSETTLED
B001980,2026-02-18,ACC0029,Kite Digital,1614,GBP,CREDIT,UNSETTLED
B001981,2026-03-11,ACC0101,Dhillon & Sons,15053,GBP,DEBIT,RETURNED
B001982,2026-01-08,ACC0011,Ashvale Clinic,12916,GBP,DEBIT,SETTLED
B001983,2026-01-09,ACC0039,"Wembley Tyres, Ltd",6564,GBP,DEBIT,RETURNED
B001984,2026-01-06,ACC0072,"Marlow ""Fine"" Foods",3854,GBP,DEBIT,SETTLED
B001985,2026-02-22,ACC0059,"Marlow ""Fine"" Foods",2326,GBP,DEBIT,UNSETTLED
B001986,2026-02-04,ACC0030,The Old Print Works,1591,GBP,DEBIT,SETTLED
B001987,2026-03-06,ACC0072,Bolt & Screw Ltd,858,GBP,DEBIT,SETTLED
B001988,2026-02-16,ACC0101,Corner Cafe,13514,GBP,DEBIT,SETTLED
B001989,2026-01-24,ACC0105,Petra Logistics,16698,GBP,DEBIT,SETTLED
B001990,2026-01-29,ACC0005,Northline Freight,5277,GBP,DEBIT,RETURNED
B001991,2026-03-27,ACC0081,"Wembley Tyres, Ltd",21368,GBP,DEBIT,SETTLED
B001992,2026-02-04,ACC0101,"Wembley Tyres, Ltd",17197,GBP,DEBIT,RETURNED
B001993,2026-01-20,ACC0044,Harrow Sports Club,8965,GBP,DEBIT,SETTLED
B001994,2026-01-21,ACC0081,The Old Print Works,14949,GBP,CREDIT,SETTLED
B001995,2026-02-03,ACC0021,"Marlow ""Fine"" Foods",9042,GBP,CREDIT,UNSETTLED
B001996,2026-01-14,ACC0036,Dhillon & Sons,3125,GBP,CREDIT,UNSETTLED
B001997,2026-02-22,ACC0068,Petra Logistics,4141,GBP,DEBIT,RETURNED
B001998,2026-03-24,ACC0081,Harrow Sports Club,3901,GBP,CREDIT,SETTLED
B001999,2026-01-04,ACC0019,Bolt & Screw Ltd,1716,GBP,DEBIT,UNSETTLED
B002000,2026-02-13,ACC0001,"Wembley Tyres, Ltd",3877,GBP,DEBIT,SETTLED
B002001,2026-01-13,ACC0053,Sandbrook Utilities,22745,GBP,DEBIT,UNSETTLED
B002002,2026-01-13,ACC0028,Kite Digital,7157,GBP,CREDIT,SETTLED
B002003,2026-01-02,ACC0056,Kite Digital,22892,GBP,CREDIT,RETURNED
B002004,2026-03-31,ACC0092,Harrow Sports Club,3908,GBP,DEBIT,SETTLED
B002005,2026-01-25,ACC0012,Petra Logistics,3196,GBP,DEBIT,UNSETTLED
B002006,2026-03-13,ACC0032,Dhillon & Sons,10070,GBP,CREDIT,RETURNED
B002007,2026-01-25,ACC0060,Kite Digital,4335,GBP,DEBIT,SETTLED
B002008,2026-03-22,ACC0040,Dhillon & Sons,1723,GBP,DEBIT,RETURNED
B002009,2026-03-12,ACC0105,The Old Print Works,10420,GBP,DEBIT,UNSETTLED
B002010,2026-02-04,ACC0031,Ashvale Clinic,26366,GBP,CREDIT,RETURNED
B002011,2026-01-22,ACC0114,The Old Print Works,5025,GBP,CREDIT,UNSETTLED
B002012,2026-02-18,ACC0011,"Marlow ""Fine"" Foods",10974,GBP,CREDIT,RETURNED
B002013,2026-01-01,ACC0042,Petra Logistics,34467,GBP,CREDIT,SETTLED
B002014,2026-01-13,ACC0048,Dhillon & Sons,8694,GBP,CREDIT,SETTLED
B002015,2026-03-14,ACC0108,Corner Cafe,8195,GBP,DEBIT,SETTLED
B002016,2026-01-24,ACC0061,Petra Logistics,3795,GBP,CREDIT,SETTLED
B002017,2026-01-24,ACC0053,Northline Freight,7436,GBP,DEBIT,SETTLED
B002018,2026-03-17,ACC0061,"Wembley Tyres, Ltd",7049,GBP,DEBIT,UNSETTLED
B002019,2026-02-17,ACC0086,Corner Cafe,7567,GBP,DEBIT,SETTLED
B002020,2026-02-02,ACC0109,Dhillon & Sons,17640,GBP,DEBIT,UNSETTLED
B002021,2026-01-09,ACC0111,"Wembley Tyres, Ltd",2014,GBP,DEBIT,SETTLED
B002022,2026-01-27,ACC0042,Corner Cafe,21611,GBP,CREDIT,SETTLED
B002023,2026-01-12,ACC0060,Bolt & Screw Ltd,24254,GBP,DEBIT,SETTLED
B002024,2026-03-20,ACC0054,Ashvale Clinic,4211,GBP,DEBIT,SETTLED
B002025,2026-02-01,ACC0030,"Marlow ""Fine"" Foods",10401,GBP,DEBIT,UNSETTLED
B002026,2026-01-24,ACC0068,Northline Freight,4402,GBP,DEBIT,SETTLED
B002027,2026-01-12,ACC0076,Ashvale Clinic,7955,GBP,DEBIT,SETTLED
B002028,2026-01-08,ACC0118,Petra Logistics,4587,GBP,CREDIT,SETTLED
B002029,2026-03-19,ACC0004,Kite Digital,4082,GBP,CREDIT,SETTLED
B002030,2026-02-22,ACC0101,Petra Logistics,13055,GBP,DEBIT,RETURNED
B002031,2026-01-07,ACC0058,Ashvale Clinic,7024,GBP,DEBIT,RETURNED
B002032,2026-03-19,ACC0108,Bolt & Screw Ltd,2758,GBP,CREDIT,SETTLED
B002033,2026-03-22,ACC0007,"Wembley Tyres, Ltd",1744,GBP,DEBIT,UNSETTLED
B002034,2026-03-12,ACC0045,Northline Freight,7216,GBP,DEBIT,SETTLED
B002035,2026-01-09,ACC0068,The Old Print Works,14014,GBP,CREDIT,UNSETTLED
B002036,2026-01-25,ACC0062,"Wembley Tyres, Ltd",1043,GBP,CREDIT,SETTLED
B002037,2026-03-26,ACC0053,Dhillon & Sons,8955,GBP,DEBIT,RETURNED
B002038,2026-02-23,ACC0053,The Old Print Works,22839,GBP,DEBIT,SETTLED
B002039,2026-01-16,ACC0041,Dhillon & Sons,4458,GBP,DEBIT,UNSETTLED
B002040,2026-01-30,ACC0035,Dhillon & Sons,3010,GBP,DEBIT,RETURNED
B002041,2026-02-01,ACC0120,Harrow Sports Club,44030,GBP,DEBIT,RETURNED
B002042,2026-03-05,ACC0067,"Wembley Tyres, Ltd",6365,GBP,CREDIT,UNSETTLED
B002043,2026-02-04,ACC0079,Petra Logistics,5652,GBP,CREDIT,RETURNED
B002044,2026-02-05,ACC0086,The Old Print Works,43859,GBP,CREDIT,RETURNED
B002045,2026-02-27,ACC0086,"Marlow ""Fine"" Foods",21021,GBP,DEBIT,SETTLED
B002046,2026-01-24,ACC0018,Kite Digital,6346,GBP,DEBIT,SETTLED
B002047,2026-02-14,ACC0104,Kite Digital,979,GBP,CREDIT,UNSETTLED
B002048,2026-02-11,ACC0079,Sandbrook Utilities,11939,GBP,DEBIT,UNSETTLED
B002049,2026-02-19,ACC0026,The Old Print Works,4031,GBP,DEBIT,SETTLED
B002050,2026-01-22,ACC0084,"Wembley Tyres, Ltd",1629,GBP,DEBIT,SETTLED
B002051,2026-01-04,ACC0037,Northline Freight,8340,GBP,CREDIT,UNSETTLED
B002052,2026-01-05,ACC0021,Northline Freight,9728,GBP,DEBIT,RETURNED
B002053,2026-03-30,ACC0015,The Old Print Works,2852,GBP,CREDIT,UNSETTLED
B002054,2026-01-15,ACC0033,Corner Cafe,2246,GBP,DEBIT,RETURNED
B002055,2026-01-13,ACC0025,"Marlow ""Fine"" Foods",9474,GBP,DEBIT,UNSETTLED
B002056,2026-03-22,ACC0059,Petra Logistics,10248,GBP,DEBIT,SETTLED
B002057,2026-03-11,ACC0109,Corner Cafe,31581,GBP,CREDIT,RETURNED
B002058,2026-01-09,ACC0044,Sandbrook Utilities,5974,GBP,DEBIT,RETURNED
B002059,2026-01-04,ACC0057,Dhillon & Sons,19542,GBP,CREDIT,RETURNED
B002060,2026-01-25,ACC0032,"Wembley Tyres, Ltd",6366,GBP,CREDIT,RETURNED
B002061,2026-03-19,ACC0102,Dhillon & Sons,8058,GBP,DEBIT,RETURNED
B002062,2026-01-22,ACC0040,Sandbrook Utilities,3419,GBP,DEBIT,SETTLED
B002063,2026-03-27,ACC0062,Kite Digital,8097,GBP,DEBIT,SETTLED
B002064,2026-02-25,ACC0095,Dhillon & Sons,1712,GBP,DEBIT,RETURNED
B002065,2026-03-21,ACC0057,Corner Cafe,32417,GBP,DEBIT,UNSETTLED
B002066,2026-02-03,ACC0016,Corner Cafe,4820,GBP,CREDIT,RETURNED
B002067,2026-01-29,ACC0063,"Wembley Tyres, Ltd",1270,GBP,DEBIT,SETTLED
B002068,2026-01-27,ACC0068,"Marlow ""Fine"" Foods",2233,GBP,CREDIT,RETURNED
B002069,2026-01-31,ACC0028,"Marlow ""Fine"" Foods",4753,GBP,CREDIT,RETURNED
B002070,2026-02-05,ACC0007,Ashvale Clinic,1711,GBP,DEBIT,UNSETTLED
B002071,2026-01-21,ACC0038,Ashvale Clinic,2856,GBP,CREDIT,SETTLED
B002072,2026-03-14,ACC0026,Dhillon & Sons,3159,GBP,DEBIT,SETTLED
B002073,2026-01-02,ACC0021,Harrow Sports Club,13459,GBP,DEBIT,SETTLED
B002074,2026-02-04,ACC0068,"Wembley Tyres, Ltd",4832,GBP,DEBIT,SETTLED
B002075,2026-01-07,ACC0114,Bolt & Screw Ltd,7173,GBP,DEBIT,RETURNED
B002076,2026-02-02,ACC0029,Northline Freight,1213,GBP,DEBIT,SETTLED
B002077,2026-03-25,ACC0098,Harrow Sports Club,3093,GBP,CREDIT,RETURNED
B002078,2026-03-02,ACC0022,The Old Print Works,10622,GBP,DEBIT,SETTLED
